flightId,seatNumber,seatClass,seatType,seatStatus
26,C5,business,aisle,True
26,A5,economy,middle,False
26,B4,economy,window,False
26,B1,economy,aisle,True
26,D6,economy,middle,True
26,E5,economy,aisle,True
26,C1,economy,window,True
26,E1,first,aisle,False
26,B5,economy,middle,True
26,B2,economy,window,False
26,C6,economy,window,True
26,A3,economy,window,False
26,B3,economy,aisle,False
26,A1,economy,middle,True
26,D3,economy,aisle,True
26,E6,first,window,False
26,D4,economy,middle,True
27,C2,economy,window,False
27,B3,economy,aisle,True
27,C6,business,middle,True
27,B6,economy,aisle,True
27,E6,economy,window,False
27,D5,economy,middle,False
27,A2,economy,middle,True
27,E3,first,aisle,True
27,A5,business,aisle,False
27,A3,first,aisle,True
27,F3,economy,middle,False
27,F2,business,middle,False
27,D3,economy,aisle,True
27,A4,business,window,True
27,B1,economy,aisle,False
27,F5,economy,window,True
27,B2,business,middle,False
27,D2,economy,window,True
27,E1,economy,middle,True
27,F6,economy,window,True
27,A6,economy,window,False
27,D1,business,aisle,False
27,B4,economy,middle,True
27,E2,business,middle,False
27,D6,first,window,False
27,C5,economy,middle,True
27,C4,economy,window,True
27,C1,economy,aisle,True
28,E4,economy,window,True
28,C2,economy,middle,False
28,B3,first,middle,True
28,D4,economy,window,False
28,F6,economy,aisle,True
28,D3,business,window,False
28,C4,economy,middle,False
28,C3,business,middle,False
28,B5,first,aisle,False
28,B4,economy,window,True
28,C1,economy,window,False
29,C2,first,aisle,True
29,D3,economy,window,True
29,A5,economy,window,False
29,F3,economy,middle,True
29,D6,economy,middle,True
29,A4,economy,aisle,False
29,E2,economy,window,False
29,F2,economy,middle,False
29,E3,business,aisle,False
29,C4,economy,aisle,False
29,C1,economy,aisle,False
29,D1,economy,aisle,False
29,D4,economy,aisle,True
29,E6,economy,window,True
29,B6,economy,aisle,False
29,E1,economy,middle,True
29,E5,economy,middle,True
29,F5,economy,aisle,False
29,F6,business,middle,True
29,B5,economy,aisle,False
29,C6,economy,middle,False
29,A1,economy,aisle,False
29,C3,economy,window,False
29,D5,economy,aisle,False
29,C5,economy,aisle,False
30,E2,business,middle,False
30,E6,first,aisle,False
30,A2,economy,aisle,False
30,A4,business,window,True
30,E5,economy,aisle,False
30,C5,economy,aisle,True
30,A5,business,aisle,False
30,B4,economy,aisle,False
30,F2,economy,window,False
30,C1,first,middle,True
30,C2,economy,aisle,False
30,E3,economy,aisle,True
30,E1,economy,window,False
30,D2,economy,aisle,True
30,E4,economy,window,False
30,C6,economy,aisle,False
30,B2,business,window,True
30,F6,economy,middle,False
30,A1,business,middle,False
30,D4,first,middle,True
30,B1,economy,window,False
30,B3,business,aisle,False
30,C4,economy,window,False
30,C3,economy,aisle,True
30,A3,economy,window,True
31,F5,business,aisle,True
31,C3,economy,aisle,True
31,C4,economy,aisle,False
31,B1,economy,aisle,True
31,F4,economy,aisle,False
31,C6,economy,aisle,True
31,A1,economy,window,True
31,A4,economy,window,True
31,C1,economy,aisle,True
31,D1,economy,aisle,True
31,D6,economy,middle,False
31,F3,economy,aisle,True
31,B3,economy,window,True
31,F2,business,aisle,True
31,C2,economy,window,False
31,E3,economy,window,True
31,A3,economy,aisle,True
31,A5,economy,middle,True
31,E1,first,window,False
31,D5,business,aisle,True
31,C5,first,window,True
31,B4,economy,aisle,False
31,E4,economy,aisle,False
31,E5,economy,window,False
31,B5,economy,aisle,True
31,F6,economy,middle,True
31,E2,business,middle,False
32,B3,economy,middle,True
32,F1,business,middle,True
32,B4,economy,middle,True
32,B6,economy,aisle,True
32,A3,economy,middle,True
32,E4,economy,middle,True
32,F6,economy,middle,True
32,A2,economy,aisle,False
32,E5,economy,window,False
32,D2,economy,aisle,True
33,A6,business,window,True
33,C3,economy,aisle,False
33,B2,economy,aisle,True
33,B1,business,window,False
33,E4,business,middle,True
33,F5,economy,aisle,False
33,D1,economy,window,False
33,B6,business,window,False
33,D6,economy,aisle,True
33,B4,economy,middle,False
33,F6,economy,middle,False
33,C5,economy,aisle,False
33,F2,first,aisle,False
33,F3,business,aisle,False
33,E2,business,aisle,False
34,E5,economy,window,False
34,D3,economy,window,False
34,F5,economy,middle,False
34,A1,economy,aisle,True
34,C5,first,middle,False
34,F2,economy,middle,False
34,B5,business,window,True
34,A6,economy,middle,True
34,C6,economy,aisle,False
34,B4,economy,middle,False
35,B3,business,window,True
35,B6,economy,middle,True
35,A2,economy,aisle,False
35,B2,economy,window,True
35,C4,economy,window,False
35,A5,business,window,True
35,A1,business,window,True
35,F5,economy,window,False
35,A4,first,window,False
35,A3,first,middle,False
35,E1,first,middle,True
35,A6,economy,window,True
35,E3,economy,middle,True
35,B1,economy,window,True
35,F6,first,middle,True
35,E6,economy,aisle,True
35,C2,first,window,False
36,F2,economy,window,False
36,E2,business,aisle,True
36,E6,business,middle,True
36,E5,economy,window,False
36,E3,first,window,False
36,F3,economy,aisle,False
36,A3,economy,aisle,False
36,D1,business,middle,True
36,E4,economy,window,True
36,B5,economy,middle,False
36,A5,business,window,False
36,B3,economy,window,True
36,F1,economy,aisle,True
36,C1,economy,window,False
36,A1,business,middle,True
36,A4,economy,window,True
36,C4,business,middle,True
36,A2,economy,window,False
36,F5,economy,middle,False
36,D3,business,window,False
36,C3,economy,middle,False
36,B1,economy,middle,True
36,C6,economy,window,False
37,C4,business,window,True
37,A5,economy,aisle,False
37,E3,economy,aisle,False
37,E6,business,aisle,False
37,E2,economy,aisle,True
37,A6,economy,middle,True
37,F2,economy,middle,False
37,F5,economy,window,True
37,F6,economy,middle,False
37,B2,economy,aisle,True
37,B5,economy,aisle,False
37,F4,economy,window,False
37,E1,business,aisle,False
37,B4,economy,window,True
38,A5,economy,aisle,True
38,B1,economy,middle,False
38,E6,economy,middle,False
38,D4,economy,middle,True
38,C5,business,aisle,True
38,E5,economy,aisle,False
38,D1,economy,window,True
38,B3,first,middle,False
38,B4,economy,middle,False
38,F4,economy,window,True
38,B5,economy,middle,False
38,C4,economy,middle,True
39,C4,business,middle,True
39,A1,economy,middle,True
39,A4,first,aisle,True
39,E6,economy,window,False
39,D3,first,aisle,False
39,E2,economy,middle,False
39,F4,first,window,True
39,B3,business,middle,True
39,B6,first,middle,False
39,F2,economy,window,False
39,A3,economy,aisle,False
39,C5,business,middle,False
39,B2,economy,window,False
39,E5,economy,aisle,True
39,F6,economy,window,True
39,D1,economy,aisle,False
39,A6,economy,window,False
39,D6,economy,middle,True
39,A2,economy,aisle,False
39,B5,economy,middle,True
39,C3,economy,aisle,True
40,A4,business,middle,False
40,B6,economy,aisle,False
40,F1,economy,window,False
40,B5,economy,window,True
40,E3,economy,aisle,True
40,E2,economy,window,False
40,E4,economy,window,True
40,C5,economy,aisle,False
40,B2,economy,middle,False
40,D3,economy,window,False
40,A5,economy,middle,False
40,F6,business,middle,False
40,A6,economy,window,False
40,A2,economy,aisle,False
40,C6,business,middle,True
40,C1,economy,aisle,False
40,A3,economy,window,False
40,B3,economy,middle,True
41,E5,economy,aisle,False
41,E4,first,window,True
41,A2,business,middle,False
41,F1,business,middle,False
41,D2,economy,window,False
41,D6,business,middle,False
41,D3,economy,window,False
41,A4,first,window,True
41,F4,first,window,True
41,B6,business,aisle,True
41,D1,economy,window,True
41,B1,economy,middle,True
41,F2,economy,middle,False
41,B3,first,middle,True
41,D4,business,aisle,False
41,C6,economy,window,True
41,F6,economy,middle,True
41,B5,economy,window,True
41,A1,economy,window,True
41,D5,economy,window,False
41,B2,economy,window,False
41,B4,first,window,False
42,C3,economy,middle,True
42,F2,economy,middle,False
42,C5,economy,aisle,True
42,D5,business,window,False
42,B4,economy,middle,True
42,B5,economy,aisle,False
42,A3,economy,window,True
42,A6,economy,window,True
42,E5,economy,middle,True
42,F1,first,window,True
42,D6,economy,middle,False
42,C6,economy,window,True
42,F5,business,middle,False
42,C2,economy,aisle,False
42,F6,economy,aisle,False
42,D1,economy,window,False
42,A2,economy,aisle,False
42,E6,business,aisle,False
42,C4,economy,window,True
42,E3,economy,aisle,True
42,E4,economy,window,True
42,F3,economy,middle,False
42,D3,economy,aisle,False
42,B2,economy,aisle,False
43,C1,economy,middle,False
43,C2,economy,middle,False
43,F3,economy,aisle,True
43,A3,economy,aisle,True
43,D1,economy,middle,True
43,A4,business,middle,True
43,D5,economy,aisle,False
43,D2,economy,middle,False
43,F4,economy,window,False
43,C4,economy,window,False
43,E4,business,window,False
43,F6,economy,window,False
43,A2,economy,aisle,True
43,B2,economy,middle,True
43,B1,economy,middle,False
43,E6,economy,middle,True
43,D6,economy,aisle,True
43,C5,economy,aisle,False
43,B6,economy,aisle,True
43,B4,economy,middle,True
43,F2,economy,aisle,True
44,A6,business,window,False
44,C2,economy,window,False
44,D6,economy,aisle,False
44,A5,economy,window,False
44,D2,economy,aisle,False
44,D3,economy,middle,False
44,C5,business,aisle,False
44,B5,economy,aisle,True
44,E5,economy,window,True
44,F4,economy,aisle,True
44,E2,economy,aisle,False
44,A1,economy,middle,True
44,C3,economy,middle,False
44,E1,business,window,True
44,F3,economy,middle,False
44,C1,economy,aisle,False
44,B3,economy,window,False
44,D5,first,window,False
44,F5,business,aisle,True
44,D4,business,aisle,True
44,C6,economy,window,True
44,D1,economy,aisle,False
44,B1,economy,window,False
44,B2,economy,aisle,True
44,E6,economy,window,False
44,A2,economy,window,True
44,F6,economy,middle,False
44,E4,economy,aisle,True
44,B6,economy,aisle,False
44,A3,first,middle,True
45,A2,economy,aisle,True
45,A4,economy,window,False
45,D2,economy,aisle,False
45,A5,economy,middle,True
45,E6,business,middle,True
45,C4,business,middle,False
45,E5,economy,middle,False
45,D5,first,window,True
45,F6,economy,window,True
45,E3,economy,middle,False
45,D3,economy,window,False
45,F1,business,middle,False
45,B2,economy,window,False
45,B3,economy,middle,False
45,C2,first,middle,True
45,E4,economy,middle,True
45,D6,economy,window,True
45,F5,economy,window,False
45,D4,economy,window,True
45,D1,business,aisle,True
45,F4,economy,window,False
45,B5,first,aisle,True
45,F3,economy,window,True
45,A1,economy,window,False
45,B6,economy,aisle,True
45,E1,economy,aisle,False
46,E5,economy,aisle,True
46,D2,business,middle,True
46,E1,economy,aisle,True
46,F2,economy,aisle,True
46,F5,economy,window,True
46,C5,economy,window,True
46,C4,first,middle,True
46,D1,economy,middle,False
46,F4,economy,middle,True
46,E3,business,window,False
46,F1,economy,window,True
46,D3,economy,aisle,True
46,F3,economy,window,True
46,C2,economy,window,True
46,B1,economy,window,False
46,A3,economy,window,False
46,F6,economy,middle,False
46,D5,business,aisle,False
46,B2,business,middle,True
46,A2,economy,middle,True
46,B6,economy,aisle,True
46,E4,business,window,True
46,C6,business,window,False
46,B5,economy,window,True
46,A1,economy,aisle,False
46,A5,business,aisle,True
46,A4,economy,middle,True
46,D4,economy,aisle,True
47,D4,economy,window,False
47,F3,economy,window,False
47,E3,economy,middle,True
47,B3,economy,aisle,False
47,A5,first,window,False
47,C6,economy,aisle,True
47,B5,first,window,True
47,B1,business,middle,False
47,D3,first,aisle,True
47,F6,economy,aisle,False
47,A3,economy,aisle,True
47,D5,economy,aisle,False
47,A4,business,aisle,False
47,D6,first,window,False
47,E4,economy,aisle,False
47,A6,economy,middle,True
47,C5,economy,window,False
47,E2,economy,window,True
47,C3,economy,window,False
47,C4,economy,middle,False
47,A1,business,middle,True
47,C1,economy,aisle,True
47,E1,economy,aisle,True
48,D3,business,window,False
48,B2,economy,window,True
48,C6,economy,aisle,True
48,E6,business,window,True
48,E5,business,middle,False
48,C4,economy,middle,True
48,C2,business,aisle,False
48,B3,economy,window,False
48,D1,economy,middle,False
48,A3,business,window,False
48,F5,economy,window,False
48,C1,economy,aisle,False
49,D4,business,aisle,False
49,A2,economy,middle,False
49,A3,economy,window,True
49,A6,economy,window,True
49,D6,economy,middle,False
49,D2,economy,window,True
49,B6,economy,aisle,True
49,F2,first,aisle,True
49,C1,economy,middle,True
49,E5,first,aisle,True
49,C3,business,middle,False
49,C5,economy,window,False
49,B1,first,window,True
49,A5,first,aisle,False
49,E3,economy,window,True
49,D1,first,window,False
49,E6,economy,aisle,False
49,D3,economy,middle,True
49,F6,economy,middle,False
49,E4,economy,window,True
50,E3,business,middle,False
50,F2,economy,aisle,True
50,F1,economy,aisle,True
50,A3,first,aisle,False
50,D3,business,window,True
50,B3,economy,window,True
50,C1,economy,middle,False
50,F6,economy,window,True
50,C3,business,window,False
50,B1,economy,window,False
50,D2,business,aisle,True
50,B2,economy,middle,True
50,F3,first,aisle,False
50,E6,economy,middle,False
50,F4,economy,window,True
50,E2,economy,middle,False
50,A1,economy,window,True
50,D1,business,middle,True
50,B5,economy,window,True
50,D4,economy,middle,False
50,C2,first,window,False
50,E4,economy,aisle,True
50,C5,economy,aisle,False
50,C6,economy,middle,False
50,C4,economy,middle,True
50,E1,economy,aisle,True
50,A4,economy,middle,True
50,F5,economy,window,False
51,D1,business,middle,True
51,B5,business,aisle,True
51,F6,economy,middle,False
51,A5,economy,window,False
51,B6,business,aisle,False
51,F5,business,middle,False
51,F4,business,aisle,True
51,C3,business,window,True
51,D2,economy,middle,False
51,E4,economy,middle,False
52,D1,business,aisle,True
52,C1,business,window,True
52,A2,economy,window,True
52,B1,economy,aisle,True
52,F5,economy,aisle,True
52,C2,business,middle,False
52,B2,economy,window,False
52,A6,economy,window,False
52,D5,economy,aisle,True
52,E1,business,aisle,True
52,F6,first,middle,False
52,D4,economy,window,False
52,F3,economy,middle,True
52,D3,economy,aisle,True
52,D2,economy,window,False
52,C3,economy,window,True
52,A1,economy,middle,True
52,E5,economy,middle,False
52,F2,economy,aisle,False
53,D4,economy,middle,False
53,E6,first,window,True
53,A5,first,window,True
53,C1,business,middle,True
53,E2,business,middle,False
53,B4,first,aisle,True
53,D1,economy,window,False
53,E3,business,aisle,False
53,C2,economy,window,False
53,C4,economy,window,False
53,B3,first,middle,False
53,D5,economy,window,True
53,B6,first,middle,True
53,A4,economy,aisle,True
53,F1,business,aisle,False
53,B5,economy,middle,True
53,B2,economy,window,False
53,C3,economy,window,True
53,D6,economy,middle,False
53,A6,business,window,False
54,C4,economy,window,False
54,C2,business,middle,True
54,B4,economy,middle,True
54,F6,business,aisle,True
54,D2,first,middle,True
54,F2,economy,window,True
54,E5,economy,middle,False
54,B6,business,middle,False
54,A5,economy,window,False
54,B3,economy,middle,True
54,E1,first,aisle,False
54,B5,economy,middle,False
54,C3,economy,window,False
54,A2,economy,window,True
54,E2,economy,aisle,True
54,A3,first,middle,True
55,C6,economy,middle,True
55,A6,first,window,False
55,B6,economy,window,True
55,C3,business,middle,True
55,B3,economy,middle,True
55,C5,economy,aisle,True
55,E1,business,window,False
55,D5,economy,aisle,True
55,A1,economy,window,False
55,E6,economy,middle,False
55,C1,business,aisle,False
55,F5,first,middle,False
55,F4,economy,aisle,False
55,B2,business,middle,False
